Date,Day_of_Week,Month,Product_ID,Product_Category,Product_Price,Historical_Sales_Quantity,Historical_Sales_Revenue,Current_Inventory_Level,Reorder_Point,Lead_Time,Promotion_Type,Customer_Segmentation,Economic_Indicator,Supplier_Performance,Customer_Rating,Stock_Available,Sales_Quantity,Promotion_Flag,Sales_Revenue,Year
2010-02-05,4,2,4823,Clothing,0.05456681805174864,0.836027713625866,0.37002260569953777,0.30405405405405406,0.49988529105659496,0.7777777777777777,Bundle,Segment3,0.54,0.28750000000000003,0.8975,0.09340659340659341,0.2584269662921348,1,0.7473589973142346,2010
2010-02-06,5,2,3799,Books,0.06955431251170092,0.17321016166281755,0.1059663022974854,0.7770270270270271,0.5393866870146873,0.6666666666666665,Discount,Segment2,0.655,0.175,0.19,0.15384615384615385,0.3146067415730337,1,0.10760966875559534,2010
2010-02-07,6,2,6364,Clothing,0.0926231374891037,0.7528868360277137,0.4121558346712935,0.2736486486486487,0.6768518658731838,1.0,Bundle,Segment1,0.735,0.8125,0.81,0.13186813186813187,0.3146067415730337,1,0.30564010743061776,2010
2010-02-08,0,2,1525,Electronics,0.34384212171824446,0.5427251732101617,0.7111852637260367,0.4628378378378379,0.6897793610142456,0.7777777777777777,Discount,Segment2,0.74,0.8125,0.525,0.2513736263736264,0.2584269662921348,1,0.43921217547000896,2010
2010-02-12,4,2,5377,Electronics,0.0715896319623245,0.8752886836027713,0.14625858642188033,0.6790540540540542,0.32114617777928856,0.6666666666666665,Discount,Segment3,0.30000000000000004,0.375,0.8600000000000001,0.2032967032967033,0.2584269662921348,1,0.24977618621307074,2010
2010-02-13,5,2,3059,Furniture,0.42892751516538186,0.6512702078521939,0.6853280556823076,0.39189189189189194,0.8285668033287404,0.8888888888888888,Discount,Segment2,0.32499999999999996,0.8500000000000001,0.6975,0.646978021978022,0.5617977528089888,1,0.6184422560429722,2010
2010-02-16,1,2,5657,Furniture,0.8563185404802485,0.18706697459584298,0.16137398470512687,0.625,0.8685984539014262,0.8888888888888888,Bundle,Segment2,0.8799999999999999,0.1375,0.15250000000000002,0.9052197802197803,0.8876404494382022,1,0.16329453894359894,2010
2010-02-17,2,2,6500,Furniture,0.23511444632715767,0.6905311778290992,0.07191403978086461,0.5304054054054055,0.6985976674363525,0.8888888888888888,Bundle,Segment1,0.13,0.16250000000000003,0.7275,0.6428571428571429,0.6966292134831461,1,0.16991942703670546,2010
2010-02-18,3,2,8404,Electronics,0.01345142807332336,0.7852193995381063,0.3958205863416235,0.46621621621621623,0.21853897696749813,0.2222222222222222,Discount,Segment2,0.54,0.6625,0.8174999999999999,0.016483516483516484,0.21348314606741572,1,0.38675022381378693,2010
2010-02-19,4,2,1316,Clothing,0.047414078688841156,0.8429561200923787,0.3923346504018156,0.5878378378378379,0.6840064332055126,0.8888888888888888,Discount,Segment2,0.26,0.8125,0.8775,0.11126373626373627,0.2584269662921348,1,0.4350940017905103,2010
2010-02-20,5,2,6223,Furniture,0.017708575671400363,0.02078521939953812,0.19194961943004443,0.9527027027027029,0.9687751010034366,1.0,Bundle,Segment2,0.044999999999999984,0.4125,0.027500000000000024,0.0260989010989011,0.20224719101123595,1,0.07251566696508505,2010
2010-02-21,6,2,6179,Furniture,0.1233236449139349,0.06235565819861433,0.8997146328638858,0.6486486486486487,0.03437046023451504,0.1111111111111111,Discount,Segment1,0.585,0.8625,0.020000000000000018,0.10576923076923077,0.21348314606741572,1,0.1792300805729633,2010
2010-02-22,0,2,5100,Furniture,0.45969623827908973,0.4457274826789838,0.32506666357774056,0.1925675675675676,0.1391136378133036,0.1111111111111111,Bundle,Segment2,0.75,0.9875,0.4375,0.3571428571428572,0.5056179775280899,1,0.17421665174574755,2010
2010-02-23,1,2,5422,Clothing,0.35157450713526883,0.6143187066974596,0.8309743728066387,0.1925675675675676,0.042564041196019434,0.0,Bundle,Segment1,0.7,0.8500000000000001,0.6525,0.6840659340659342,0.6741573033707865,1,0.5931960608773501,2010
2010-02-24,2,2,7861,Toys,0.34546815789365676,0.8175519630484989,0.21454178193256743,0.7263513513513513,0.5639752221166665,0.5555555555555556,Bundle,Segment3,0.44999999999999996,0.625,0.8025,0.48076923076923084,0.4382022471910112,1,0.27770814682184425,2010
2010-02-25,3,2,1006,Books,0.019685467963751754,0.6928406466512702,0.3497794980154799,0.8040540540540542,0.7106724373474513,1.0,Bundle,Segment2,0.74,0.48750000000000004,0.6975,0.012362637362637364,0.21348314606741572,1,0.49310653536257837,2010
2010-02-27,5,2,8367,Furniture,0.28194507321592877,0.4387990762124711,0.7274378419106885,0.8141891891891893,0.032975775770677535,0.0,Bundle,Segment2,0.31499999999999995,0.7749999999999999,0.47750000000000004,0.4038461538461539,0.3595505617977528,1,0.44512085944494184,2010
2010-02-28,6,2,5267,Electronics,0.12806375307442924,0.3903002309468822,0.015107698950863693,0.2533783783783784,0.26314270152281094,0.2222222222222222,Discount,Segment3,0.0050000000000000044,0.05000000000000002,0.4275,0.35439560439560447,0.3932584269662921,1,0.05031333930170098,2010
2010-03-03,2,3,4494,Books,0.02174988698400356,0.7413394919168592,0.08020704814813132,0.7297297297297298,0.16033678391052664,0.3333333333333333,Discount,Segment1,0.8600000000000001,0.07500000000000001,0.7649999999999999,0.0260989010989011,0.033707865168539325,1,0.3401969561324978,2010
2010-03-04,3,3,8875,Furniture,0.06236756574130253,0.9030023094688222,0.3940679654773888,0.5405405405405406,0.5467678131986248,0.5555555555555556,Discount,Segment3,0.03999999999999998,0.32499999999999996,0.9824999999999999,0.12912087912087913,0.3033707865168539,1,0.6886302596239928,2010
2010-03-05,4,3,7008,Clothing,0.2175292398013229,0.5750577367205543,0.045164513588586204,0.7263513513513513,0.2901332120971001,0.3333333333333333,Discount,Segment2,0.615,0.25,0.5875,0.19093406593406595,0.3033707865168539,1,0.0784243509400179,2010
2010-03-06,5,3,1929,Electronics,0.45837242502197295,0.5103926096997691,0.20260726514519592,0.39189189189189194,0.2669328716282984,0.2222222222222222,Discount,Segment3,0.95,0.45000000000000007,0.48,0.5137362637362638,0.5842696629213483,1,0.21002685765443152,2010
2010-03-07,6,3,8554,Clothing,0.057268734807825905,0.47575057736720555,0.060811993197191674,0.3581081081081081,0.37563610054029345,0.3333333333333333,Discount,Segment2,0.42500000000000004,0.525,0.4425,0.11401098901098902,0.0898876404494382,1,0.05693822739480752,2010
2010-03-09,1,3,7662,Toys,0.4421374059527427,0.23325635103926096,0.21273209407637275,0.5067567567567568,0.3142387170697166,0.6666666666666665,Bundle,Segment1,0.68,0.375,0.22249999999999998,0.7513736263736265,0.8089887640449438,1,0.17887197851387646,2010
2010-03-16,1,3,7640,Books,0.482305300914415,0.6859122401847575,0.5015091840624465,0.44932432432432434,0.22572112981789588,0.4444444444444445,Discount,Segment2,0.95,0.95,0.735,0.46428571428571436,0.5393258426966292,1,0.3328558639212176,2010
2010-03-17,2,3,4608,Books,0.034396646808816336,0.060046189376443404,0.13820715322678104,0.5641891891891893,0.4783435549849837,0.5555555555555556,Discount,Segment2,0.855,0.375,0.04749999999999999,0.03021978021978022,0.011235955056179775,1,0.07000895255147717,2010
2010-03-18,3,3,2541,Electronics,0.6923130946043731,0.14087759815242495,0.474494111343746,0.29391891891891897,0.10021084450633481,0.1111111111111111,Bundle,Segment2,0.875,0.7125,0.15500000000000003,0.4203296703296704,0.550561797752809,1,0.21145926589077887,2010
2010-03-20,5,3,6533,Books,0.0999953288675918,0.2979214780600462,0.26255635853846543,0.5675675675675675,0.14472840457791675,0.3333333333333333,Bundle,Segment1,0.545,0.9875,0.29000000000000004,0.28983516483516486,0.23595505617977527,1,0.08988361683079678,2010
2010-03-22,0,3,9503,Furniture,0.057074592902992834,0.5219399538106235,0.04961373943335581,0.543918918918919,0.05691447281027748,0.1111111111111111,Discount,Segment2,0.28500000000000003,0.6625,0.5275,0.0673076923076923,0.056179775280898875,1,0.044225604297224705,2010
2010-03-23,1,3,8106,Toys,0.4541588942041932,0.8960739030023095,0.4036627585774815,0.597972972972973,0.31612705400167607,1.0,Bundle,Segment2,0.77,0.6,0.915,0.7101648351648352,0.6966292134831461,1,0.5493285586392122,2010
2010-03-25,3,3,2064,Clothing,0.047481941491145783,0.12702078521939952,0.17471212426051363,0.7398648648648649,0.3050602982568541,0.8888888888888888,Bundle,Segment3,0.895,0.2375,0.09499999999999997,0.050824175824175824,0.24719101123595505,1,0.10868397493285586,2010
2010-03-26,4,3,1124,Clothing,0.30085710610730265,0.8752886836027713,0.35361447801767065,0.43918918918918926,0.3722372196943705,0.3333333333333333,Discount,Segment3,0.8999999999999999,0.5625,0.8825000000000001,0.2678571428571429,0.3707865168539326,1,0.42900626678603404,2010
2010-03-27,5,3,5586,Toys,0.15604419994435906,0.2979214780600462,0.4177270256173567,0.24324324324324326,0.5550457104915453,0.5555555555555556,Bundle,Segment1,0.915,0.675,0.3275,0.1826923076923077,0.2696629213483146,1,0.19659803043867502,2010
2010-03-28,6,3,3847,Clothing,0.08835836754107183,0.6050808314087759,0.11981521786145828,0.30743243243243246,0.16532162530668437,0.2222222222222222,Discount,Segment3,0.195,0.4624999999999999,0.6025,0.2568681318681319,0.3820224719101124,1,0.12820053715308863,2010
2010-03-30,1,3,6686,Electronics,0.14046179844330767,0.33256351039260973,0.33434353170812614,0.6925675675675675,0.9082627193607294,1.0,Discount,Segment3,0.9099999999999999,0.6375,0.34750000000000003,0.09615384615384616,0.20224719101123595,1,0.1711727842435094,2010
2010-03-31,2,3,3182,Clothing,0.1766729554311209,0.5288683602771362,0.2706706044959597,0.32770270270270274,0.5006645211087702,0.8888888888888888,Discount,Segment2,0.51,0.875,0.5575,0.4354395604395605,0.4831460674157303,1,0.14789615040286483,2010
2010-04-01,3,4,1207,Clothing,0.5034718175337112,0.5150115473441108,0.008645890604300144,0.5304054054054055,0.3710163823043978,0.8888888888888888,Discount,Segment1,0.875,0.037500000000000006,0.56,0.4313186813186814,0.4606741573033708,1,0.046911369740376005,2010
2010-04-02,4,4,1514,Furniture,0.1780561079225728,0.4780600461893764,0.15906356444706637,0.4594594594594595,0.49991259307793445,0.7777777777777777,Discount,Segment2,0.43999999999999995,0.48750000000000004,0.43500000000000005,0.2197802197802198,0.3932584269662921,1,0.1647269471799463,2010
2010-04-03,5,4,6221,Clothing,0.5857084499786326,0.3002309468822171,0.44769951532817576,0.2567567567567568,0.148069962341686,0.2222222222222222,Discount,Segment3,0.97,0.4624999999999999,0.275,0.33653846153846156,0.3595505617977528,1,0.35989256938227393,2010
2010-04-04,6,4,6630,Clothing,0.13573550714936253,0.38799076212471134,0.06808908040231243,0.6013513513513513,0.3036407830579734,0.6666666666666665,Discount,Segment1,0.31000000000000005,0.525,0.35,0.26098901098901106,0.4044943820224719,1,0.03885407341092211,2010
2010-04-07,2,4,6384,Clothing,0.07723864020664518,0.6235565819861433,0.16305482940508803,0.26351351351351354,0.044718658059910835,0.0,Discount,Segment1,0.21500000000000002,0.36250000000000004,0.67,0.1565934065934066,0.21348314606741572,1,0.23849597135183528,2010
2010-04-10,5,4,2621,Electronics,0.1220932380179102,0.11778290993071594,0.07000933986475745,0.39189189189189194,0.06379629827852777,0.0,Discount,Segment3,0.825,0.3125,0.09499999999999997,0.1565934065934066,0.11235955056179775,1,0.03563115487914055,2010
2010-04-12,0,4,5999,Electronics,0.11820844547254238,0.07852193995381063,0.2981163342003012,0.7905405405405406,0.46424818787543926,0.4444444444444445,Discount,Segment1,0.25,0.2375,0.020000000000000018,0.15521978021978022,0.3033707865168539,1,0.2053715308863026,2010
2010-04-13,1,4,9867,Books,0.10493982350155515,0.5958429561200924,0.1123463368392186,0.6925675675675675,0.32335538896768884,1.0,Bundle,Segment1,0.09000000000000002,0.012500000000000011,0.6325,0.3228021978021979,0.4382022471910112,1,0.5029543419874665,2010
2010-04-14,2,4,4930,Electronics,0.23539790653787196,0.838337182448037,0.5154385404125088,0.43581081081081086,0.4623807936412548,0.4444444444444445,Bundle,Segment2,0.885,0.8625,0.8200000000000001,0.24587912087912092,0.2696629213483146,1,0.46427931960608776,2010
2010-04-15,3,4,8317,Books,0.1949985614171717,0.2147806004618938,0.24765911566709342,0.570945945945946,0.04378511877057045,0.1111111111111111,Discount,Segment3,0.43500000000000005,0.22500000000000003,0.21999999999999997,0.4560439560439561,0.5617977528089888,1,0.21074306177260518,2010
2010-04-16,4,4,2418,Books,0.4018683574124672,0.8060046189376444,0.22729656490723368,0.5912162162162162,0.5537115111238011,1.0,Bundle,Segment1,0.73,0.7374999999999999,0.7875000000000001,0.6098901098901099,0.651685393258427,1,0.23545210384959714,2010
2010-04-17,5,4,6927,Books,0.2508924935727412,0.11085450346420322,0.10270782991765671,0.9087837837837838,0.1633388535315084,0.1111111111111111,Discount,Segment3,0.7,0.08750000000000002,0.125,0.5975274725274726,0.550561797752809,1,0.16812891674127126,2010
2010-04-21,2,4,4978,Toys,0.18221067410868616,0.3672055427251732,0.0840425107950386,0.3344594594594595,0.7363503231070744,1.0,Bundle,Segment3,0.235,0.09999999999999998,0.375,0.3406593406593407,0.4269662921348315,1,0.18621307072515667,2010
2010-04-23,4,4,8186,Electronics,0.06315266778665264,0.31639722863741343,0.6888485811601337,0.7668918918918919,0.3136363760606937,0.3333333333333333,Bundle,Segment2,0.27,0.6875,0.33499999999999996,0.10851648351648352,0.2808988764044944,1,0.42542524619516564,2010
2010-04-24,5,4,8439,Furniture,0.1389036142121516,0.24942263279445726,0.4756052743966218,0.9628378378378379,0.25065167201790245,0.2222222222222222,Discount,Segment2,0.6,0.7000000000000001,0.265,0.13186813186813187,0.2247191011235955,1,0.26965085049239035,2010
2010-04-25,6,4,3661,Clothing,0.18044379275885877,0.3094688221709007,0.15238084271881952,0.20945945945945948,0.521032464768542,1.0,Bundle,Segment3,0.11499999999999999,0.5375000000000001,0.245,0.5494505494505495,0.651685393258427,1,0.09704565801253358,2010
2010-04-26,0,4,5246,Toys,0.38329428127657045,0.840646651270208,0.45621713735328584,0.8445945945945947,0.25193789742698686,0.2222222222222222,Bundle,Segment2,0.635,0.9124999999999999,0.8574999999999999,0.38736263736263743,0.5280898876404494,1,0.3756490599820949,2010
2010-04-28,2,4,1653,Furniture,0.37033029271061646,0.745958429561201,0.7771014546314199,0.6351351351351352,0.12190032730258239,0.1111111111111111,Bundle,Segment3,0.32499999999999996,0.9124999999999999,0.75,0.3763736263736264,0.3258426966292135,1,0.6531781557743958,2010
2010-04-30,4,4,8923,Furniture,0.13577665915268006,0.08775981524249421,0.12171545905970792,0.7770270270270271,0.2092471005897174,0.6666666666666665,Discount,Segment3,0.37,0.6375,0.08500000000000002,0.1675824175824176,0.15730337078651685,1,0.043330349149507605,2010
2010-05-01,5,5,8220,Clothing,0.4863160468208601,0.36258660508083146,0.1531931567598323,0.46621621621621623,0.290005704270593,0.3333333333333333,Bundle,Segment3,0.9299999999999999,0.3125,0.38749999999999996,0.429945054945055,0.4157303370786517,1,0.20196956132497762,2010
2010-05-02,6,5,6303,Furniture,0.156055123141018,0.3764434180138568,0.5330097729119838,0.3952702702702703,0.8451820136267261,0.8888888888888888,Discount,Segment1,0.42500000000000004,0.4624999999999999,0.33999999999999997,0.2802197802197803,0.4044943820224719,1,0.48504923903312447,2010
2010-05-03,0,5,8270,Electronics,0.130102699113208,0.8429561200923787,0.20947663248025195,0.8006756756756757,0.6481488211441879,0.7777777777777777,Bundle,Segment2,0.09000000000000002,0.95,0.8875,0.4505494505494506,0.5617977528089888,1,0.1865711727842435,2010
2010-05-04,1,5,3096,Clothing,0.18185957368565878,0.6235565819861433,0.17799615382723702,0.7567567567567568,0.2930101385841094,0.5555555555555556,Bundle,Segment2,0.555,0.7875,0.64,0.23214285714285715,0.29213483146067415,1,0.1559534467323187,2010
2010-05-06,3,5,3170,Clothing,0.25931215001931324,0.13856812933025403,0.12972869437295562,0.7601351351351352,0.007074128484823063,0.0,Bundle,Segment2,0.385,0.024999999999999994,0.15250000000000002,0.39835164835164844,0.3146067415730337,1,0.29328558639212177,2010
2010-05-07,4,5,2701,Furniture,0.008720066070790001,0.8660508083140879,0.7681779973489478,0.9763513513513513,0.5444783979365845,0.8888888888888888,Discount,Segment2,0.36,0.9875,0.9325000000000001,0.009615384615384616,0.1348314606741573,1,0.5516562220232767,2010
2010-05-08,5,5,6102,Clothing,0.0247639726306821,0.32332563510392615,0.977170238398451,0.8716216216216217,0.29429812587682086,0.6666666666666665,Bundle,Segment1,0.10499999999999998,0.9875,0.33499999999999996,0.0782967032967033,0.10112359550561797,1,0.3935541629364369,2010
2010-05-09,6,5,3275,Clothing,0.10411828184587953,0.3602771362586605,0.46038509624372337,0.6891891891891893,0.43194927456539195,0.4444444444444445,Discount,Segment2,0.9850000000000001,0.675,0.365,0.07967032967032968,0.1797752808988764,1,0.25550581915846016,2010
2010-05-12,2,5,5413,Toys,0.288430227190981,0.8775981524249423,0.2721320526976324,0.2736486486486487,0.434081102479022,0.8888888888888888,Discount,Segment1,0.265,0.42500000000000004,0.9475,0.9450549450549451,0.8651685393258427,1,0.37439570277529094,2010
2010-05-13,3,5,1695,Clothing,0.3111314257957392,0.8314087759815243,0.09092764452416818,0.7432432432432433,0.2976927579432604,0.8888888888888888,Bundle,Segment1,0.53,0.175,0.8999999999999999,0.5123626373626374,0.6067415730337079,1,0.28845120859444945,2010
2010-05-14,4,5,4548,Toys,0.15947107058684779,0.14318706697459588,0.11191241625597051,0.5945945945945946,0.9031147095715117,1.0,Bundle,Segment3,0.555,0.6124999999999999,0.14,0.157967032967033,0.15730337078651685,1,0.03527305282005371,2010
2010-05-15,5,5,4552,Clothing,0.21953341836922494,0.4618937644341801,0.04749458438153424,0.3175675675675676,0.1439222654444398,0.2222222222222222,Bundle,Segment3,0.815,0.09999999999999998,0.4125,0.2843406593406594,0.449438202247191,1,0.09167412712623098,2010
2010-05-19,2,5,5460,Electronics,0.21806351007130678,0.9237875288683604,0.2923251721789061,0.9493243243243243,0.1659230024322958,0.4444444444444445,Bundle,Segment2,0.255,0.3375,0.9125000000000001,0.5631868131868133,0.6404494382022472,1,0.5606087735004477,2010
2010-05-20,3,5,9724,Furniture,0.49444812785638614,0.20092378752886836,0.2771058673831137,0.5337837837837838,0.8108346641201736,1.0,Discount,Segment2,0.645,0.875,0.15999999999999998,0.6126373626373627,0.7078651685393258,1,0.0909579230080573,2010
2010-05-22,5,5,7506,Clothing,0.009826446909322765,0.12933025404157045,0.05225824176758655,0.6993243243243243,0.30493773849022526,0.5555555555555556,Discount,Segment2,0.31000000000000005,0.125,0.09250000000000003,0.015109890109890112,0.20224719101123595,1,0.04888093106535363,2010
2010-05-23,6,5,6472,Books,0.006411807858321404,0.8129330254041571,0.31670801552902483,0.5506756756756757,0.8683276009493553,1.0,Bundle,Segment2,0.75,0.625,0.855,0.001373626373626373,0.19101123595505617,1,0.3400179051029543,2010
2010-05-24,0,5,9927,Electronics,0.06635301239504855,0.09468822170900693,0.5707765610993968,0.4932432432432433,0.0730431192295761,0.2222222222222222,Discount,Segment2,0.04999999999999999,0.8375,0.09749999999999998,0.32417582417582425,0.2808988764044944,1,0.12766338406445837,2010
2010-05-25,1,5,1967,Clothing,0.3713134618452849,0.6073903002309469,0.5386067278926773,0.375,0.4260465594237192,0.4444444444444445,Bundle,Segment3,0.71,0.525,0.59,0.47939560439560447,0.449438202247191,1,0.5326768128916741,2010
2010-05-26,2,5,7435,Furniture,0.2949108044986458,0.8198614318706698,0.5518791358342882,0.3581081081081081,0.4167960281751782,0.5555555555555556,Discount,Segment3,0.99,0.55,0.8425,0.21016483516483517,0.23595505617977527,1,0.6755595344673232,2010
2010-05-28,4,5,4756,Furniture,0.23672914670007297,0.3903002309468822,0.7217349579062562,0.3310810810810811,0.22213009836799952,0.4444444444444445,Discount,Segment3,0.49,0.75,0.4275,0.38598901098901106,0.4382022471910112,1,0.39946284691136974,2010
2010-05-29,5,5,1262,Books,0.1908571280405603,0.6605080831408776,0.6849943413354451,0.6554054054054055,0.2938936290465541,0.8888888888888888,Discount,Segment1,0.21500000000000002,0.7749999999999999,0.6275,0.7087912087912088,0.6292134831460674,1,0.5423455684870188,2010
